Temperature	Energy	Magnetization	Specific heat	Susceptibility	Magnetization_0.1	Magnetization_0.3	Magnetization_0.7	Magnetization_1.3	Magnetization_1.5	Magnetization_2
1.4	7.997567999999999	0.999848	0.0373555199999999	0.00014591999999999993	0.0499924	0.1499771999999999	0.3499467999999999	0.6499012	0.7498859999999999	0.999848
1.4393939393939394	8.0	1.0	0.0	0.0	0.05	0.15	0.35	0.65	0.75	1.0
1.4787878787878788	8.0	1.0	0.0	0.0	0.05	0.15	0.35	0.65	0.75	1.0
1.518181818181818	7.998016000000001	0.999876	0.04825088	0.00018848000000000004	0.0499938	0.1499814	0.3499565999999999	0.6499194	0.749907	0.999876
1.5575757575757576	8.0	1.0	0.0	0.0	0.05	0.15	0.35	0.65	0.75	1.0
1.596969696969697	7.995967999999999	0.999748	0.13770752	0.00053792	0.0499874	0.1499622	0.3499118	0.6498362	0.749811	0.999748
1.6363636363636362	7.997664	0.999854	0.04036608	0.00015767999999999997	0.0499927	0.1499781	0.3499489	0.6499051	0.7498905	0.999854
1.6757575757575758	7.997984	0.9998739999999998	0.04773888	0.00018648000000000007	0.0499936999999999	0.1499810999999999	0.3499558999999999	0.6499180999999999	0.7499054999999999	0.9998739999999998
1.715151515151515	8.0	1.0	0.0	0.0	0.05	0.15	0.35	0.65	0.75	1.0
1.7545454545454544	7.995103999999999	0.999694	0.08378368	0.00032728	0.0499847	0.1499540999999999	0.3498928999999999	0.6498011	0.7497705	0.999694
1.793939393939394	7.99384	0.999604	0.07616	0.00036768	0.0499802	0.1499406	0.3498614	0.6497426000000001	0.749703	0.999604
1.8333333333333333	7.992960000000001	0.99956	0.057344	0.000224	0.049978	0.1499339999999999	0.349846	0.649714	0.7496700000000001	0.99956
1.8727272727272728	7.983328	0.998892	0.11282432	0.00058272	0.0499446	0.1498338	0.3496122	0.6492798000000001	0.749169	0.998892
1.912121212121212	7.993408	0.9995879999999998	0.01974272	7.712e-05	0.0499793999999999	0.1499381999999999	0.3498557999999999	0.6497321999999999	0.7496909999999999	0.9995879999999998
1.951515151515152	7.990272	0.999392	0.10207232	0.00039872	0.0499696	0.1499087999999999	0.3497871999999999	0.6496048	0.749544	0.999392
1.9909090909090907	7.990208	0.9993879999999998	0.1671987199999999	0.00065312	0.0499694	0.1499081999999999	0.3497857999999999	0.6496021999999999	0.7495409999999999	0.9993879999999998
2.0303030303030303	7.980992	0.998812	0.1139507199999999	0.00044512	0.0499406	0.1498218	0.3495842	0.6492278	0.749109	0.998812
2.0696969696969694	7.980639999999999	0.99879	0.2923520000000001	0.001142	0.0499395	0.1498185	0.3495764999999999	0.6492135	0.7490924999999999	0.99879
2.109090909090909	7.988896	0.9993059999999998	0.10835968	0.00042328	0.0499652999999999	0.1498958999999999	0.3497570999999999	0.6495488999999999	0.7494794999999999	0.9993059999999998
2.1484848484848484	7.97648	0.9985299999999998	0.374272	0.001462	0.0499264999999999	0.1497794999999999	0.3494854999999999	0.6490444999999999	0.7488974999999999	0.9985299999999998
2.187878787878788	7.984560000000001	0.999004	0.1754879999999999	0.0006716799999996	0.0499502	0.1498506	0.3496514	0.6493526000000001	0.749253	0.999004
2.227272727272727	7.974655999999999	0.998382	0.34787328	0.0015215199999996	0.0499191	0.1497572999999999	0.3494336999999999	0.6489483	0.7487865	0.998382
2.2666666666666666	7.974480000000001	0.998404	0.4058880000000001	0.0015836799999996	0.0499202	0.1497606	0.3494413999999999	0.6489626	0.748803	0.998404
2.306060606060606	7.962688000000001	0.997568	0.7525171199999999	0.0029395199999996	0.0498784	0.1496352	0.3491488	0.6484192	0.748176	0.997568
2.345454545454545	7.959280000000001	0.997328	0.402816	0.0018963199999996	0.0498664	0.1495992	0.3490647999999999	0.6482632	0.747996	0.997328
2.3848484848484848	7.975088	0.998312	0.21734912	0.00053312	0.0499156	0.1497467999999999	0.3494092	0.6489028	0.748734	0.998312
2.4242424242424243	7.942144	0.996234	0.77078528	0.0038088799999996	0.0498117	0.1494351	0.3486819	0.6475521	0.7471755	0.996234
2.4636363636363634	7.942288	0.996334	1.5823411200000002	0.0071048799999996	0.0498167	0.1494501	0.3487169	0.6476171000000001	0.7472505	0.996334
2.503030303030303	7.941791999999999	0.996108	0.25679872	0.00151072	0.0498054	0.1494162	0.3486378	0.6474702	0.747081	0.996108
2.5424242424242425	7.957392	0.9972979999999998	0.28739072	0.0013839199999996	0.0498648999999999	0.1495946999999999	0.3490542999999999	0.6482436999999999	0.7479734999999998	0.9972979999999998
2.5818181818181816	7.926191999999999	0.995034	0.2474547199999999	0.00134488	0.0497517	0.1492551	0.3482618999999999	0.6467721	0.7462755	0.995034
2.621212121212121	7.914128	0.994434	1.4551603200000005	0.0060168799999996	0.0497217	0.1491651	0.3480518999999999	0.6463821000000001	0.7458255	0.994434
2.6606060606060606	7.9336	0.995544	5.837312	0.02809728	0.0497772	0.1493315999999999	0.3484404	0.6471036	0.746658	0.995544
2.7	7.89624	0.99317	0.970112	0.004822	0.0496585	0.1489754999999999	0.3476094999999999	0.6455605	0.7448775	0.99317
2.73939393939394	7.887744	0.9927379999999998	1.5797452799999998	0.0065231199999996	0.0496368999999999	0.1489106999999999	0.3474582999999999	0.6452796999999999	0.7445534999999999	0.9927379999999998
2.778787878787879	7.878912	0.99181	1.35667712	0.003254	0.0495905	0.1487715	0.3471335	0.6446765	0.7438575	0.99181
2.818181818181818	7.899152000000001	0.993342	3.655121920000001	0.01648472	0.0496671	0.1490012999999999	0.3476696999999999	0.6456723	0.7450064999999999	0.993342
2.857575757575757	7.879760000000001	0.992016	2.112896	0.0129868799999996	0.0496008	0.1488024	0.3472056	0.6448104	0.744012	0.992016
2.896969696969697	7.791776	0.985118	0.99022848	0.00555352	0.0492559	0.1477677	0.3447913	0.6403267	0.7388385000000001	0.985118
2.936363636363636	7.861536	0.9909379999999998	8.023470080000003	0.03572312	0.0495468999999999	0.1486406999999999	0.3468282999999999	0.6441096999999999	0.7432034999999998	0.9909379999999998
2.975757575757576	7.8492	0.98986	1.281408	0.009288	0.049493	0.148479	0.3464509999999999	0.643409	0.7423949999999999	0.98986
3.015151515151515	7.805903999999999	0.9861559999999998	6.22560768	0.0370172799999996	0.0493077999999999	0.1479233999999999	0.3451545999999999	0.6410013999999999	0.7396169999999999	0.9861559999999998
3.0545454545454542	7.776832000000001	0.984582	8.952299520000004	0.0467055199999996	0.0492291	0.1476873	0.3446036999999999	0.6399783	0.7384364999999999	0.984582
3.0939393939393938	7.76152	0.983818	3.266943999999999	0.0064495199999996	0.0491909	0.1475727	0.3443363	0.6394817	0.7378635	0.983818
3.1333333333333333	7.781936	0.984988	2.2275020800000003	0.01442912	0.0492494	0.1477482	0.3447458	0.6402422	0.738741	0.984988
3.1727272727272724	7.739503999999999	0.982038	1.64115968	0.00919512	0.0491019	0.1473056999999999	0.3437132999999999	0.6383247	0.7365284999999999	0.982038
3.212121212121212	7.63968	0.973468	20.288512000000008	0.17062752	0.0486734	0.1460202	0.3407137999999999	0.6327542	0.730101	0.973468
3.2515151515151515	7.704383999999999	0.97854	6.185082879999999	0.0366959999999996	0.048927	0.146781	0.342489	0.636051	0.733905	0.97854
3.2909090909090906	7.647952	0.9752559999999998	5.773777919999999	0.02878528	0.0487627999999999	0.1462883999999999	0.3413395999999999	0.6339163999999999	0.7314419999999998	0.9752559999999998
3.33030303030303	7.641024000000001	0.974654	1.3726924799999995	0.00559768	0.0487327	0.1461981	0.3411289	0.6335251000000001	0.7309905	0.974654
3.3696969696969696	7.649088000000001	0.97444	2.336645119999999	0.00968	0.048722	0.146166	0.3410539999999999	0.633386	0.73083	0.97444
3.4090909090909087	7.629728	0.971772	2.0420403200000004	0.01035232	0.0485886	0.1457658	0.3401202	0.6316518	0.728829	0.971772
3.4484848484848483	7.604	0.971298	8.909312	0.05416792	0.0485649	0.1456946999999999	0.3399543	0.6313437000000001	0.7284735	0.971298
3.487878787878788	7.483919999999999	0.961764	3.128703999999999	0.03549408	0.0480882	0.1442646	0.3366173999999999	0.6251466	0.7213229999999999	0.961764
3.527272727272727	7.533247999999999	0.967324	2.377809919999999	0.00942048	0.0483662	0.1450986	0.3385633999999999	0.6287606	0.7254929999999999	0.967324
3.5666666666666664	7.486032000000001	0.959886	2.9602355199999995	0.02893208	0.0479943	0.1439829	0.3359601	0.6239259	0.7199145	0.959886
3.606060606060606	7.447488000000001	0.9576459999999998	9.724805119999996	0.11551768	0.0478822999999999	0.1436468999999999	0.3351760999999999	0.6224698999999999	0.7182344999999999	0.9576459999999998
3.645454545454545	7.397375999999999	0.955328	6.1578444800000005	0.06594432	0.0477664	0.1432992	0.3343647999999999	0.6209631999999999	0.716496	0.955328
3.6848484848484846	7.388383999999999	0.954978	4.02802688	0.0374063199999996	0.0477489	0.1432467	0.3342423	0.6207357	0.7162335	0.954978
3.724242424242424	7.3216	0.947644	1.841152	0.02160928	0.0473822	0.1421466	0.3316754	0.6159686000000001	0.7107330000000001	0.947644
3.7636363636363632	7.308224000000001	0.942678	2.97320448	0.01681432	0.0471339	0.1414017	0.3299373	0.6127407	0.7070085	0.942678
3.803030303030303	7.2268	0.9344	15.949184	0.210832	0.04672	0.14016	0.32704	0.60736	0.7008	0.9344
3.8424242424242414	7.160896000000001	0.927904	11.74970368	0.0652876799999996	0.0463952	0.1391856	0.3247663999999999	0.6031375999999999	0.695928	0.927904
3.881818181818181	7.0648	0.922158	10.479104	0.06038872	0.0461079	0.1383237	0.3227552999999999	0.5994027000000001	0.6916185	0.922158
3.921212121212121	7.097312	0.9293379999999998	6.370693119999999	0.08445912	0.0464668999999999	0.1394006999999999	0.3252682999999999	0.6040696999999998	0.6970034999999999	0.9293379999999998
3.960606060606061	7.066047999999999	0.919262	10.33940992	0.17740312	0.0459631	0.1378893	0.3217416999999999	0.5975203	0.6894465000000001	0.919262
4.0	6.978944	0.913418	5.608161280000001	0.0311375199999996	0.0456709	0.1370127	0.3196963	0.5937217	0.6850634999999999	0.913418
