Temperature	Energy	Magnetization	Specific heat	Susceptibility
0.01	8.000000000000954	1.0	1.764651973446459e-26	0.0
0.1635897435897436	8.000000000000954	1.0	1.764651973446459e-26	0.0
0.1738807984900659	8.000000000000954	1.0	1.764651973446459e-26	0.0
0.1825611213807956	8.000000000000954	1.0	1.764651973446459e-26	0.0
0.1937248420704739	8.000000000000954	1.0	1.764651973446459e-26	0.0
0.1976707660457662	8.000000000000954	1.0	1.764651973446459e-26	0.0
0.206457330740138	8.000000000000954	1.0	1.764651973446459e-26	0.0
0.2146957974387065	8.000000000000954	1.0	1.764651973446459e-26	0.0
0.2351684258183124	7.997504000000954	0.999844	0.0052715520000023	6.864e-05
0.253128429987971	7.998816000000952	0.999926	0.0071608320000086	9.324000000000002e-05
0.2700884907168232	7.996512000000952	0.999782	0.0209479680000171	0.00027276
0.285938133947712	7.990752000000953	0.999322	0.0232826880000265	0.00030316
0.31717948717948713	7.990864000000953	0.999374	0.0398277120000426	0.00041324
0.3534213955890763	7.965328000000935	0.997798	0.0737364480000963	0.00119596
0.4707692307692308	7.76012800000084	0.98383	0.3905556480003738	0.007875
0.4959580766601381	7.633152000000771	0.973238	0.1331834880000852	0.0037575599999999
0.5056102739712734	7.623440000000771	0.972404	0.7253568000002336	0.00670384
0.5391236040044906	7.474736000000688	0.960228	0.5015493120004568	0.0126881599999999
0.6243589743589743	6.725120000000319	0.8815559999999999	1.3398528000018233	0.02689264
0.636277876112595	6.653696000000295	0.873856	1.2879851520018526	0.02557664
0.6595599761604931	6.325536000000112	0.8267100000000001	4.945370112005506	0.148323
0.7412683370849213	4.594511999999818	0.3041	1.3139335680001705	0.03946
0.777948717948718	4.200447999999851	0.127112	1.1215994879996876	0.07443456
0.7876598202152506	3.98631999999986	0.0257	3.593376000000194	0.112956
0.830680573559933	3.6747039999998607	0.057036	11.077124352000428	0.28201904
0.9111968719291196	3.3143039999998414	0.035278	9.654730752002552	0.2039991599999999
0.9315384615384618	3.1657439999998376	0.007298	5.325326592000634	0.09279596
0.9782864174362647	2.7650719999997944	0.012714	2.8743252480009214	0.1164500399999999
1.0675087302140636	2.6889759999997898	0.01248	2.456508671999347	0.170592
1.0851282051282052	2.379295999999836	0.010498	1.3177067519995913	0.32613996
1.173116491383734	2.2859359999998468	0.003754	9.252602111997549	0.07856684
1.2387179487179485	2.1780959999998646	0.014832	1.283127551999464	0.5953177599999999
1.3824072625940067	1.845663999999911	0.033914	24.31755571199392	2.12094604
1.3923076923076922	1.815103999999918	0.029098	3.1692779519990784	0.15191596
