Temperature	Energy	Magnetization	Specific heat	Susceptibility
0.1	8.00000000000127	1.0	1.6543612251060554e-27	0.0
0.10590590590590591	8.00000000000127	1.0	1.6543612251060554e-27	0.0
0.11181181181181182	8.00000000000127	1.0	1.6543612251060554e-27	0.0
0.11771771771771772	8.00000000000127	1.0	1.6543612251060554e-27	0.0
0.12362362362362363	8.00000000000127	1.0	1.6543612251060554e-27	0.0
0.12952952952952954	8.00000000000127	1.0	1.6543612251060554e-27	0.0
0.13543543543543546	8.00000000000127	1.0	1.6543612251060554e-27	0.0
0.14134134134134135	8.00000000000127	1.0	1.6543612251060554e-27	0.0
0.14724724724724725	7.996800000001272	0.9998	1.4889251025954497e-26	0.0
0.15315315315315317	7.99942400000127	0.999964	0.0030228480000030924	5.903999999999999e-05
0.15905905905905907	8.00000000000127	1.0	1.6543612251060554e-27	0.0
0.164964964964965	7.99360000000127	0.9996	1.6543612251060554e-27	0.0
0.17087087087087088	7.995808000001271	0.9997379999999999	0.004380672000002797	8.556e-05
0.17677677677677678	7.994592000001268	0.999662	0.004380672000006971	8.556e-05
0.18268268268268267	7.99840000000127	0.9999	0.0051200000000030275	0.0001
0.1885885885885886	7.99180800000127	0.9994879999999999	0.0050462720000022925	9.856e-05
0.19449449449449452	7.994400000001267	0.99965	0.005478400000004731	0.00010700000000000001
0.2004004004004004	7.988128000001264	0.999258	0.06565683200001242	0.00128236
0.2063063063063063	7.98209600000126	0.9988020000000001	0.005088768000003722	0.00017995999999999992
0.2122122122122122	7.983120000001263	0.9989299999999999	0.01007360000001126	0.00024300000000000002
0.21811811811811813	7.975776000001258	0.998352	0.08499404800010749	0.0018889599999999994
0.22402402402402405	7.965712000001255	0.99784	0.030131712000032944	0.0006960000000000002
0.22992992992992994	7.981536000001264	0.9988459999999999	0.05605580800002554	0.0010948399999999997
0.23583583583583584	7.956912000001253	0.997116	0.05235251200004244	0.0006734400000000001
0.24174174174174176	7.950960000001246	0.996814	0.04529920000005252	0.0008900400000000001
