Temperature	Energy	Magnetization	Specific heat	Susceptibility	Magnetization_0.1	Magnetization_0.3	Magnetization_0.7	Magnetization_1.3	Magnetization_1.5	Magnetization_2
0.1	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
0.1393939393939394	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
0.1787878787878787	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
0.2181818181818181	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
0.2575757575757575	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
0.296969696969697	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
0.3363636363636363	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
0.3757575757575757	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
0.4151515151515151	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
0.4545454545454545	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
0.4939393939393939	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
0.5333333333333333	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
0.5727272727272726	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
0.6121212121212121	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
0.6515151515151515	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
0.6909090909090908	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
0.7303030303030302	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
0.7696969696969697	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
0.809090909090909	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
0.8484848484848484	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
0.8878787878787878	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
0.9272727272727272	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
0.9666666666666666	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
1.006060606060606	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
1.0454545454545454	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
1.0848484848484847	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
1.1242424242424245	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
1.1636363636363636	7.999551999999999	0.999972	0.01849344	7.223999999999999e-05	0.0666648	0.1999943999999999	0.4666535999999999	0.8666423999999999	0.999972	1.3332959999999998
1.2030303030303031	7.9984	0.9999	0.06912	0.00027	0.06666	0.19998	0.4666199999999999	0.86658	0.9999	1.3332
1.2424242424242424	8.0	1.0	0.0	0.0	0.0666666666666666	0.1999999999999999	0.4666666666666666	0.8666666666666667	1.0	1.3333333333333333
1.2818181818181815	7.999104	0.9999440000000002	0.03096576	0.00012095999999999994	0.0666629333333333	0.1999888	0.4666405333333333	0.8666181333333335	0.9999440000000002	1.3332586666666668
1.3212121212121213	7.9904	0.9994	0.009216	3.6e-05	0.0666266666666666	0.19988	0.4663866666666666	0.8661466666666667	0.9994	1.3325333333333331
1.3606060606060606	7.988511999999999	0.999282	0.1508198399999999	0.0005891399999997	0.0666188	0.1998564	0.4663315999999999	0.8660444	0.999282	1.332376
1.4	7.995136	0.999696	0.0383385599999999	0.00014975999999999995	0.0666464	0.1999391999999999	0.4665247999999999	0.8664031999999999	0.999696	1.332928
1.4393939393939394	7.993536	0.999596	0.05830656	0.00022775999999984997	0.0666397333333333	0.1999192	0.4664781333333332	0.8663165333333332	0.999596	1.3327946666666666
1.4787878787878788	7.989856	0.999366	0.04317696	0.00016866	0.0666244	0.1998731999999999	0.4663707999999999	0.8661171999999999	0.999366	1.332488
