Temperature	Energy	Magnetization	Specific heat	Susceptibility
0.1	8.0	1.0	0.0	0.0
0.1595959595959596	8.0	1.0	0.0	0.0
0.21919191919191922	8.0	1.0	0.0	0.0
0.2787878787878788	8.0	1.0	0.0	0.0
0.3383838383838384	8.0	1.0	0.0	0.0
0.397979797979798	8.0	1.0	0.0	0.0
0.45757575757575764	8.0	1.0	0.0	0.0
0.5171717171717172	8.0	1.0	0.0	0.0
0.5767676767676768	8.0	1.0	0.0	0.0
0.6363636363636364	8.0	1.0	0.0	0.0
0.695959595959596	8.0	1.0	0.0	0.0
0.7555555555555555	8.0	1.0	0.0	0.0
0.8151515151515152	8.0	1.0	0.0	0.0
0.8747474747474747	8.0	1.0	0.0	0.0
0.9343434343434344	8.0	1.0	0.0	0.0
0.9939393939393939	8.0	1.0	0.0	0.0
1.0535353535353535	8.0	1.0	0.0	0.0
1.1131313131313132	8.0	1.0	0.0	0.0
1.1727272727272728	8.0	1.0	0.0	0.0
1.2323232323232325	8.0	1.0	0.0	0.0
1.2919191919191921	8.0	1.0	0.0	0.0
1.3515151515151516	8.0	1.0	0.0	0.0
1.4111111111111112	8.0	1.0	0.0	0.0
1.4707070707070709	8.0	1.0	0.0	0.0
1.5303030303030305	8.0	1.0	0.0	0.0
1.5898989898989901	8.0	1.0	0.0	0.0
1.6494949494949496	8.0	1.0	0.0	0.0
1.7090909090909092	8.0	1.0	0.0	0.0
1.7686868686868689	8.0	1.0	0.0	0.0
1.8282828282828285	7.99776	0.9998600000000001	0.043008000000000005	8.400000000000001e-05
1.887878787878788	8.0	1.0	0.0	0.0
1.9474747474747476	7.99776	0.9998600000000001	0.043008000000000005	8.400000000000001e-05
2.007070707070707	8.0	1.0	0.0	0.0
2.066666666666667	8.0	1.0	0.0	0.0
2.1262626262626263	7.99872	0.99992	0.04915200000000001	9.6e-05
2.185858585858586	7.997439999999999	0.99984	0.03276799999999999	6.399999999999998e-05
2.2454545454545456	7.99808	0.9998799999999999	0.04915200000000001	9.6e-05
2.305050505050505	8.0	1.0	0.0	0.0
2.364646464646465	7.997439999999999	0.99984	0.073728	0.000144
2.4242424242424243	7.99808	0.9998799999999999	0.04915200000000001	9.6e-05
2.483838383838384	7.996160000000001	0.99976	0.155648	0.000304
